machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 537, cp.soft = 150, angle = 63.1019711304379, angle.soft = 89.8251344620519
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 596, cp.soft = 1198, angle = 87.828914202428, angle.soft = 89.8390122975123
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 355, angle = 41.9201571087588, angle.soft = 89.3733740997627
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 473, cp.soft = 1094, angle = 58.0189976431957, angle.soft = 89.9477009748875
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 407, cp.soft = 447, angle = 22.384180430317, angle.soft = 52.1906715014464
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 402, angle = 16.1588149944894, angle.soft = 35.2419763722312
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 474, angle = 20.7581184171409, angle.soft = 88.5863086529789
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 399, angle = 15.2590674425705, angle.soft = 42.0883996509654
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 397, cp.soft = 358, angle = 20.2258893839996, angle.soft = 26.6135658632345
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 478, cp.soft = 1044, angle = 64.3488387521528, angle.soft = 88.944647383365
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 410, cp.soft = 1180, angle = 48.0470105541924, angle.soft = 88.4519787518018
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 283, cp.soft = 14, angle = 63.3288775052836, angle.soft = 58.9899678394279
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 392, angle = 13.4870539323629, angle.soft = 54.1348115311603
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 437, angle = 10.5097923761118, angle.soft = 43.9463405167779
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 14.5517278213625, angle.soft = 35.0730956569796
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 15.3390051122944, angle.soft = 54.5575872106232
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 413, cp.soft = 454, angle = 23.3266307315715, angle.soft = 17.982789738164
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 410, cp.soft = 498, angle = 34.6516836359625, angle.soft = 69.9126318566594
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 402, cp.soft = 388, angle = 9.79708044170553, angle.soft = 29.2724336996728
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 396, cp.soft = 452, angle = 17.9215874263292, angle.soft = 7.08887554592812
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 398, angle = 12.4356134321497, angle.soft = 33.2263755417114
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 11.5373715135228, angle.soft = 35.6200225573081
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 421, angle = 15.1227710887967, angle.soft = 50.1279830775012
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 400, angle = 9.59566054234416, angle.soft = 33.4351753936693
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 386, cp.soft = 457, angle = 29.4870950520867, angle.soft = 31.5636491801851
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 395, cp.soft = 417, angle = 29.4972614355834, angle.soft = 16.9995920368705
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 419, cp.soft = 504, angle = 55.7032934207414, angle.soft = 47.5139928760806
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 278, angle = 20.3698566795755, angle.soft = 38.9129410447151
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 403, angle = 6.15438425878084, angle.soft = 24.9804265791905
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 414, angle = 10.2954606018372, angle.soft = 23.3699230249981
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 397, angle = 9.53468628251904, angle.soft = 29.8073812728364
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 389, angle = 9.07861461687791, angle.soft = 18.8646005953443
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 492, cp.soft = 696, angle = 88.8904631246699, angle.soft = 89.9641269951317
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 810, cp.soft = 631, angle = 90, angle.soft = 89.6451092204019
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 577, cp.soft = 782, angle = 90, angle.soft = 89.4545684303596
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 781, cp.soft = 1192, angle = 90, angle.soft = 89.569974617498
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 485, cp.soft = 1199, angle = 75.9970587243781, angle.soft = 89.2450445048611
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 480, cp.soft = 360, angle = 60.4350014045448, angle.soft = 89.183758587449
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 422, cp.soft = 998, angle = 69.4276994216123, angle.soft = 89.1960088968996
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 1199, angle = 71.3333316472818, angle.soft = 89.7408633548327
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 482, cp.soft = 7, angle = 89.8470871203321, angle.soft = 89.8766495650864
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 546, cp.soft = 166, angle = 82.7767050481628, angle.soft = 89.9462748833897
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 569, cp.soft = 45, angle = 72.7449563976097, angle.soft = 89.9653554493554
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 607, cp.soft = 960, angle = 90, angle.soft = 89.9332992124993
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 393, cp.soft = 1170, angle = 54.3135425858841, angle.soft = 89.2959375322023
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 1064, angle = 41.831192816411, angle.soft = 85.9099284952494
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 412, cp.soft = 2, angle = 40.7303401735162, angle.soft = 89.8953131203408
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 421, cp.soft = 817, angle = 52.7886284194531, angle.soft = 89.1778010210487
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 422, cp.soft = 55, angle = 42.5343348364094, angle.soft = 87.3343876196358
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 728, cp.soft = 657, angle = 79.140503575861, angle.soft = 89.9951003676328
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 381, cp.soft = 1163, angle = 66.1321924266329, angle.soft = 87.2748941323283
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 480, cp.soft = 41, angle = 42.2265317016118, angle.soft = 89.5649361940542
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 777, angle = 24.5353847515739, angle.soft = 84.6772593835674
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 1, angle = 30.2447871350404, angle.soft = 83.2717371760011
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 1145, angle = 34.4236847719321, angle.soft = 88.5049015308526
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 96, angle = 33.1455640820744, angle.soft = 89.0391547537013
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 460, cp.soft = 38, angle = 48.5438840174468, angle.soft = 89.7309671519193
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 170, angle = 37.1753634096674, angle.soft = 89.6439881424814
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 335, cp.soft = 256, angle = 53.2543853782459, angle.soft = 46.567682311764
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 488, cp.soft = 20, angle = 63.5343274847885, angle.soft = 86.0550265411285
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 415, cp.soft = 415, angle = 16.4586294058236, angle.soft = 49.4585848082033
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 397, angle = 26.1168715464785, angle.soft = 63.4587072989801
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 391, angle = 22.9297131159311, angle.soft = 52.691110845135
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 401, angle = 17.1525706635362, angle.soft = 57.0689863254638
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 434, cp.soft = 499, angle = 32.3984559135924, angle.soft = 89.8326386823466
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 1199, angle = 47.2953691824676, angle.soft = 58.8304162409654
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 409, cp.soft = 577, angle = 40.0649828374454, angle.soft = 52.566415299765
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 403, cp.soft = 1195, angle = 49.2280849394457, angle.soft = 89.2323464659799
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 394, angle = 12.9814314307876, angle.soft = 43.7793737732192
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 14.4317871865534, angle.soft = 46.8872805726734
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 402, angle = 20.0356946275697, angle.soft = 62.7676696636901
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 12.8891619623242, angle.soft = 35.3176621343971
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 713, cp.soft = 19, angle = 68.4574595284217, angle.soft = 89.9950955123224
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 401, cp.soft = 433, angle = 29.5587850599661, angle.soft = 72.4836788135645
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 395, cp.soft = 754, angle = 45.488490254586, angle.soft = 72.1657971687275
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 413, cp.soft = 408, angle = 35.7329097260547, angle.soft = 35.9289408933697
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 12.4344774378754, angle.soft = 40.7306979292085
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 400, angle = 10.7285386332943, angle.soft = 44.298673288711
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 13.6788254663557, angle.soft = 55.5158574954759
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 10, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 399, angle = 21.6371261432792, angle.soft = 74.9994295217111
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 564, cp.soft = 1196, angle = 88.5004168419501, angle.soft = 89.9457832328124
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 605, cp.soft = 312, angle = 74.9922100954784, angle.soft = 89.862803022354
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 547, cp.soft = 1, angle = 83.3595889023781, angle.soft = 88.8787697118887
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 424, cp.soft = 39, angle = 88.2720941828532, angle.soft = 87.9636179079824
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 606, cp.soft = 2, angle = 85.4840999394247, angle.soft = 87.0086322940785
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 675, cp.soft = 1184, angle = 85.9072414335266, angle.soft = 88.4259989034661
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 558, cp.soft = 151, angle = 84.3853230946195, angle.soft = 88.7191189857007
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 349, cp.soft = 120, angle = 85.2985277008888, angle.soft = 89.3090380967603
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 766, cp.soft = 6, angle = 87.569894885283, angle.soft = 85.4479464842542
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 645, cp.soft = 551, angle = 90, angle.soft = 89.7365504957395
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 478, cp.soft = 1193, angle = 89.9049845065252, angle.soft = 89.9383371844681
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 557, cp.soft = 631, angle = 88.5861758987576, angle.soft = 89.938075930337
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 505, cp.soft = 251, angle = 68.9927906768457, angle.soft = 89.4536300066758
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 502, cp.soft = 66, angle = 76.246699562221, angle.soft = 88.3170056353014
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 460, cp.soft = 962, angle = 64.7637790837103, angle.soft = 89.2420115419827
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 442, cp.soft = 1197, angle = 61.4063936911367, angle.soft = 89.244557793916
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 440, cp.soft = 1053, angle = 76.994713325552, angle.soft = 89.7311039784005
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 458, cp.soft = 1143, angle = 75.7714338315035, angle.soft = 89.4219093927392
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 718, cp.soft = 486, angle = 82.2242500552757, angle.soft = 89.9644034311064
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 518, cp.soft = 31, angle = 59.0346182120439, angle.soft = 88.2080245180619
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 1048, angle = 49.332611755507, angle.soft = 88.9347496023595
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 569, angle = 45.645002261751, angle.soft = 86.0883515325239
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 1130, angle = 43.5637099804582, angle.soft = 89.0611983391867
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 450, angle = 43.9302569471977, angle.soft = 85.9533660026823
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 398, cp.soft = 362, angle = 40.687537770753, angle.soft = 49.611123760668
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 447, cp.soft = 1197, angle = 74.3474822261451, angle.soft = 89.8792557042829
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 397, cp.soft = 114, angle = 74.1469619768264, angle.soft = 89.6676431283385
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 414, cp.soft = 5, angle = 48.9609226762972, angle.soft = 87.7168001081549
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 44, angle = 46.1957346123773, angle.soft = 88.8895994766343
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 395, cp.soft = 308, angle = 43.6556681612268, angle.soft = 88.9461525723884
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 403, angle = 32.1804368221264, angle.soft = 58.4450030370297
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 399, angle = 33.5007363067587, angle.soft = 58.722277408766
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 1198, angle = 49.7051147691139, angle.soft = 89.8169612067684
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 482, cp.soft = 993, angle = 79.955638759229, angle.soft = 89.5020880299294
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 403, cp.soft = 473, angle = 38.4364834871989, angle.soft = 89.8031444451953
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 470, cp.soft = 1, angle = 75.1210582328979, angle.soft = 89.4274792084945
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 401, angle = 30.3863806355961, angle.soft = 50.5251462637342
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 400, angle = 34.8768159767926, angle.soft = 61.1025802632864
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 406, cp.soft = 406, angle = 28.0765421369119, angle.soft = 53.1650489984122
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 400, angle = 27.6161563747818, angle.soft = 57.6568573436384
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 391, cp.soft = 153, angle = 55.6616909734912, angle.soft = 89.305333944177
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 404, cp.soft = 402, angle = 55.1471593418485, angle.soft = 70.9293617379947
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 408, angle = 35.2279835612143, angle.soft = 58.3946925673962
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 426, angle = 36.1976202459577, angle.soft = 41.4496165286651
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 30.4474104344677, angle.soft = 64.2894732203216
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 27.9102405353422, angle.soft = 64.2819741459087
